orf19_id	a22_systematic_name	gene_name	other_alleles
orf19.5278	C1_11890W_A		C1_11890W_B
orf19.5279	C1_11880W_A		C1_11880W_B
orf19.528	CR_04380C_A	SEC26	CR_04380C_B
orf19.5280	C1_11870W_A	MUP1	C1_11870W_B
orf19.5281	C1_11860W_A		C1_11860W_B
orf19.5285	CR_05390W_A	PST3	CR_05390W_B
orf19.5286	CR_05380C_A	YCP4	CR_05380C_B
orf19.5291	C4_04180C_A		C4_04180C_B
orf19.5292	C4_04170C_A	AXL2	C4_04170C_B
orf19.5294	C4_04150C_A	PDB1	C4_04150C_B
orf19.5296	C4_04130W_A		C4_04130W_B
orf19.5297	C4_04120C_A		C4_04120C_B
orf19.5299	C4_04100C_A	ECM1	C4_04100C_B
orf19.5300	C4_04090C_A		C4_04090C_B
orf19.5312	C4_04000W_A	MET4	C4_04000W_B
orf19.5318	C2_10440C_A	RAD1	C2_10440C_B
orf19.532	CR_04420C_A	RBR2	CR_04420C_B
orf19.5320	C2_10450W_A	NCE4	C2_10450W_B
orf19.5321	C2_10460C_A		C2_10460C_B
orf19.5322	C2_10470C_A		C2_10470C_B
orf19.5323	C2_10480W_A	MDH1-3	C2_10480W_B
orf19.5325	C2_10530C_A	KIN3	C2_10530C_B
orf19.5328	C2_10550C_A	GCN1	C2_10550C_B
orf19.5334	C2_10560C_A	ZSF1	C2_10560C_B
orf19.5335	C2_10570W_A	SGS1	C2_10570W_B
orf19.5338	C2_10590W_A	GAL4	C2_10590W_B
orf19.5339	C2_10600W_A		C2_10600W_B
orf19.5340	C2_10610W_A	GYP5	C2_10610W_B
orf19.5342	C2_10630W_A		C2_10630W_B
orf19.5342.1	C2_10640C_A	MTR2	C2_10640C_B
orf19.5343	C2_10660W_A	ASH1	C2_10660W_B
orf19.5345	C2_10670W_A		C2_10670W_B
orf19.5346	C2_10680W_A	TAF8	C2_10680W_B
orf19.5348	C2_10690W_A	TPS3	C2_10690W_B
orf19.5350	C2_10700C_A		C2_10700C_B
orf19.5351	C2_10710W_A	TIF11	C2_10710W_B
orf19.5356	C2_10740C_A		C2_10740C_B
orf19.5357	C2_10750C_A	AKL1	C2_10750C_B
orf19.5358	C2_10760C_A	ORC2	C2_10760C_B
orf19.536	CR_04450C_A	TAF5	CR_04450C_B
orf19.5360	C2_10770W_A	RPC11	C2_10770W_B
orf19.5363	C2_10790C_A		C2_10790C_B
orf19.5364	C2_10810W_A		C2_10810W_B
orf19.5365	C2_10820C_A		C2_10820C_B
orf19.5367	C2_10840W_A	RDH54	C2_10840W_B
orf19.5368	C2_10850C_A		C2_10850C_B
orf19.5369	C2_10860C_A		C2_10860C_B
orf19.5370	C2_10870W_A		C2_10870W_B
orf19.5376	C3_00790W_A		C3_00790W_B
orf19.5377	C3_00780W_A	HOS2	C3_00780W_B
orf19.5378	C3_00770C_A	SCL1	C3_00770C_B
orf19.5379	C3_00760W_A	ERG4	C3_00760W_B
orf19.538	CR_04470W_A	GPI2	CR_04470W_B
orf19.5381	C3_00730W_A		C3_00730W_B
orf19.5383	C3_00720W_A	PMA1	C3_00720W_B
orf19.5387	C3_00700W_A	VPS8	C3_00700W_B
orf19.5388	C3_00690C_A	SWD1	C3_00690C_B
orf19.5389	C3_00670C_A	FKH2	C3_00670C_B
orf19.539	CR_04480C_A	LAP3	CR_04480C_B
orf19.5391	C3_00660W_A		C3_00660W_B
orf19.5394.1	C3_00620C_A		C3_00620C_B
orf19.5395	C3_00630W_A		C3_00630W_B
orf19.5397	C3_00610W_A		C3_00610W_B
orf19.5406	C3_00570C_A		C3_00570C_B
orf19.5407	C3_00560C_A	SOF1	C3_00560C_B
orf19.5408	C3_00550C_A	HRK1	C3_00550C_B
orf19.5409	C3_00540C_A	IST1	C3_00540C_B
orf19.5410	C3_00530C_A		C3_00530C_B
orf19.5411	C3_00520W_A		C3_00520W_B
orf19.5412	C3_00510W_A		C3_00510W_B
orf19.5413	C3_00500C_A		C3_00500C_B
orf19.5416	C3_00490W_A	ESA1	C3_00490W_B
orf19.5417	C3_00480C_A	DOT5	C3_00480C_B
orf19.5418	C3_00470W_A		C3_00470W_B
orf19.5419	C3_00460W_A	ATP5	C3_00460W_B
orf19.542	CR_04510W_A	HXK2	CR_04510W_B
orf19.542.2	CR_04520W_A	MIM1	CR_04520W_B
orf19.5420	C3_00450C_A		C3_00450C_B
orf19.5423	C3_00430W_A	EST3	C3_00430W_B
orf19.5425	C3_00420W_A		C3_00420W_B
orf19.5426	C3_00400C_A		C3_00400C_B
orf19.5428	C3_00390W_A		C3_00390W_B
orf19.5429	C3_00380C_A		C3_00380C_B
orf19.543	CR_04530W_A	FUM11	CR_04530W_B
orf19.5430	C3_00370C_A	BUD21	C3_00370C_B
orf19.5432	C3_00350W_A	TPT1	C3_00350W_B
orf19.5433	C3_00340W_A		C3_00340W_B
orf19.5436	C3_00330W_A	UTP8	C3_00330W_B
orf19.5437	C3_00320W_A	RHR2	C3_00320W_B
orf19.5438	C3_00310C_A		C3_00310C_B
orf19.544	CR_04540C_A	RPR2	CR_04540C_B
orf19.544.1	CR_04550W_A	PRE6	CR_04550W_B
orf19.5440	C3_00290W_A	RPT2	C3_00290W_B
orf19.5441	C3_00280C_A	ULP3	C3_00280C_B
orf19.5443	C3_00260C_A	BNA4	C3_00260C_B
orf19.5444	C3_00250C_A	TIM44	C3_00250C_B
orf19.5445	C3_00240C_A	GLO3	C3_00240C_B
orf19.5450	C3_00200C_A	ETR1	C3_00200C_B
orf19.5454	C3_00180C_A	DAL1	C3_00180C_B
orf19.5455	C3_00170C_A		C3_00170C_B
orf19.5457	C3_00160C_A		C3_00160C_B
orf19.5459	C3_00130C_A		C3_00130C_B
orf19.5463	C3_00110C_A	SEC6	C3_00110C_B
orf19.5465	C3_00100W_A		C3_00100W_B
orf19.5466	C3_00090W_A	RPS24	C3_00090W_B
orf19.547	CR_04560C_A		CR_04560C_B
orf19.548	CR_04570C_A	CDC10	CR_04570C_B
orf19.5480	C2_06190W_A	ILV1	C2_06190W_B
orf19.5483	C2_06200C_A		C2_06200C_B
orf19.5484	C2_06210C_A	SER1	C2_06210C_B
orf19.5485	C2_06220C_A	MEC3	C2_06220C_B
orf19.5486	C2_06230W_A		C2_06230W_B
orf19.5486.1	C2_06240W_A	SMD2	C2_06240W_B
orf19.5487	C2_06250C_A	CDC46	C2_06250C_B
orf19.5488	C2_06260W_A		C2_06260W_B
orf19.549	CR_04580W_A		CR_04580W_B
orf19.5491.1	C2_06290C_A	ATP14	C2_06290C_B
orf19.5492	C2_06300W_A	YHC1	C2_06300W_B
orf19.5493	C2_06310C_A	GSP1	C2_06310C_B
orf19.55	C1_05010C_A		C1_05010C_B
orf19.550	CR_04590C_A	PDX3	CR_04590C_B
orf19.5500	C2_06360C_A	MAK16	C2_06360C_B
orf19.5501	C7_03770C_A	YAF9	C7_03770C_B
orf19.5505	C7_03720C_A	HIS7	C7_03720C_B
orf19.5506	C7_03710C_A	PLC1	C7_03710C_B
orf19.5507	C7_03700C_A	ENP1	C7_03700C_B
orf19.5510	C6_02430W_A		C6_02430W_B
orf19.5513	C6_02440C_A	PRP45	C6_02440C_B
orf19.5515	C6_02460C_A		C6_02460C_B
orf19.5516	C6_02470W_A		C6_02470W_B
orf19.5517	C6_02480W_A		C6_02480W_B
orf19.5519	C6_02500C_A	GCV1	C6_02500C_B
orf19.552	CR_04610C_A		CR_04610C_B
orf19.5521	C6_02520W_A	ISA1	C6_02520W_B
orf19.5525	C6_02560W_A		C6_02560W_B
orf19.5526	C6_02570C_A	SEC20	C6_02570C_B
orf19.5527	C6_02580W_A		C6_02580W_B
orf19.5528	C6_02590C_A	MOB1	C6_02590C_B
orf19.553	CR_04620C_A		CR_04620C_B
orf19.5530	C6_02600W_A	NAB3	C6_02600W_B
orf19.5531	C6_02610C_A	CDC37	C6_02610C_B
orf19.5533	C6_02630C_A	VPS9	C6_02630C_B
orf19.5534	C6_02640C_A		C6_02640C_B
orf19.5535	C6_02650C_A		C6_02650C_B
orf19.5536	C6_02660C_A		C6_02660C_B
orf19.5537	C6_02670C_A	WSC2	C6_02670C_B
orf19.5539	C6_02680W_A		C6_02680W_B
orf19.554	CR_04630C_A	DIT2	CR_04630C_B
orf19.5541	C6_02690C_A		C6_02690C_B
orf19.5544	C6_02730W_A	SAC6	C6_02730W_B
orf19.5550	C6_02770W_A	MRT4	C6_02770W_B
orf19.5551	C6_02780C_A	MIF2	C6_02780C_B
orf19.5552	C6_02790C_A		C6_02790C_B
orf19.5553	C6_02800W_A		C6_02800W_B
orf19.5559	C6_02850W_A	RAV2	C6_02850W_B
orf19.5561	C6_02860W_A	STE23	C6_02860W_B
orf19.5566	C6_02900C_A		C6_02900C_B
orf19.5567	C6_02910W_A	POP4	C6_02910W_B
orf19.5568	C6_02920C_A	VPS51	C6_02920C_B
orf19.5569	C6_02930W_A		C6_02930W_B
orf19.5574	C6_02960W_A		C6_02960W_B
orf19.5575	C6_02970C_A		C6_02970C_B
orf19.5576	C6_02980C_A		C6_02980C_B
orf19.558	CR_05220C_A	GUT1	CR_05220C_B
orf19.5580	C6_03010W_A	TEL1	C6_03010W_B
orf19.5584	C6_03020W_A	PEP3	C6_03020W_B
orf19.5586	C6_03040C_A		C6_03040C_B
orf19.5587	C6_03050C_A		C6_03050C_B
orf19.5591	C6_03080C_A	ADO1	C6_03080C_B
orf19.5595	C6_03100W_A	SHE3	C6_03100W_B
orf19.5596	C6_03110C_A		C6_03110C_B
orf19.5597	C6_03120W_A	POL5	C6_03120W_B
orf19.56	C1_05020C_A	ARG2	C1_05020C_B
orf19.5604	C6_03170C_A	MDR1	C6_03170C_B
orf19.5605	C6_03180C_A		C6_03180C_B
orf19.5608	C6_03210C_A		C6_03210C_B
orf19.5610	C6_03230W_A	ARG3	C6_03230W_B
orf19.5611	C6_03240W_A		C6_03240W_B
orf19.5614	C6_03260W_A		C6_03260W_B
orf19.5617	C6_03290W_A		C6_03290W_B
orf19.5618	C6_03300C_A		C6_03300C_B
orf19.5620	C6_03320W_A		C6_03320W_B
orf19.5621	C6_03330C_A		C6_03330C_B
orf19.5622	C6_03340C_A	GLC3	C6_03340C_B
orf19.5623	C6_03350C_A	ARP4	C6_03350C_B
orf19.5627	C6_03380W_A		C6_03380W_B
orf19.5628	C6_03390W_A	DIC1	C6_03390W_B
orf19.5629	C6_03400C_A	QCR7	C6_03400C_B
orf19.563	C2_09380W_A	RRP15	C2_09380W_B
orf19.5630	C6_03410C_A	APA2	C6_03410C_B
orf19.5639	C4_00140C_A	HIS4	C4_00140C_B
orf19.564	C2_09370C_A	KAR3	C2_09370C_B
orf19.5640	C4_00150C_A	PEX5	C4_00150C_B
orf19.5641	C4_00160C_A	CAR2	C4_00160C_B
orf19.5642	C4_00170W_A		C4_00170W_B
orf19.5643	C4_00180W_A	ECM7	C4_00180W_B
orf19.5644	C4_00190W_A		C4_00190W_B
orf19.5645	C4_00200C_A	MET15	C4_00200C_B
orf19.5646	C4_00210W_A		C4_00210W_B
orf19.5647	C4_00220C_A	SUB2	C4_00220C_B
orf19.5650	C4_00240C_A	PRO3	C4_00240C_B
orf19.5651	C4_00260W_A		C4_00260W_B
orf19.5653	C4_00270W_A	ATP2	C4_00270W_B
orf19.5654	C4_00280W_A	STE24	C4_00280W_B
orf19.5657	C4_00300C_A	SWI1	C4_00300C_B
orf19.5658	C4_00310C_A	MNN10	C4_00310C_B
orf19.5660	C4_00320C_A		C4_00320C_B
orf19.5660.1	C4_00330C_A		C4_00330C_B
orf19.5661	C4_00340W_A	PTC7	C4_00340W_B
orf19.5662	C4_00350W_A	PEP7	C4_00350W_B
orf19.5663	C4_00360C_A	RCH1	C4_00360C_B
orf19.5664	C4_00370W_A	HOF1	C4_00370W_B
orf19.5665	C4_00380W_A		C4_00380W_B
orf19.5666	C4_00390W_A		C4_00390W_B
orf19.5667	C4_00400W_A	MNR2	C4_00400W_B
orf19.567	C5_00690C_A	TFB3	C5_00690C_B
orf19.5671	C4_00420C_A		C4_00420C_B
orf19.5672	C4_00430W_A	MEP2	C4_00430W_B
orf19.5675	C4_00460C_A		C4_00460C_B
orf19.5676	C4_00470C_A		C4_00470C_B
orf19.568	C5_00700C_A	SPE2	C5_00700C_B
orf19.5682	C5_00150C_A		C5_00150C_B
orf19.5683	C5_00140C_A		C5_00140C_B
orf19.5684	C5_00130C_A		C5_00130C_B
orf19.5685	C5_00110C_A	THS1	C5_00110C_B
orf19.5688	C5_00090C_A		C5_00090C_B
orf19.5689	C5_00080C_A		C5_00080C_B
orf19.5691	C5_00070W_A	CDC11	C5_00070W_B
orf19.5692	C5_00060C_A		C5_00060C_B
orf19.5693	C5_00040C_A		C5_00040C_B
orf19.5698	C5_00030W_A		C5_00030W_B
orf19.57	C1_05030C_A	PSF2	C1_05030C_B
orf19.5701	C6_03420W_A		C6_03420W_B
orf19.5702	C6_03430C_A		C6_03430C_B
orf19.5704	C6_03440W_A		C6_03440W_B
orf19.5705	C6_03450C_A	NAM2	C6_03450C_B
orf19.5710	C6_03460W_A		C6_03460W_B
orf19.5711	C6_03470W_A		C6_03470W_B
orf19.5722	C6_03550C_A		C6_03550C_B
orf19.5725	C6_03580W_A	CCZ1	C6_03580W_B
orf19.5730	C6_03620C_A		C6_03620C_B
orf19.5731	C6_03630W_A	PAD1	C6_03630W_B
orf19.5732	C6_03640W_A	NOG2	C6_03640W_B
orf19.5734	C6_03650C_A	POP2	C6_03650C_B
orf19.5735	C6_03660C_A	CDC50	C6_03660C_B
orf19.5742	C6_03710W_A	ALS9	C6_03710W_B
orf19.5746	C6_03720W_A	ALA1	C6_03720W_B
orf19.5747	C6_03730C_A		C6_03730C_B
orf19.5749	C6_03750C_A	SBA1	C6_03750C_B
orf19.5750	C6_03760C_A	SHM2	C6_03760C_B
orf19.5751	C6_03770C_A	ORM1	C6_03770C_B
orf19.5752	C6_03780C_A		C6_03780C_B
orf19.5753	C6_03790C_A	HGT10	C6_03790C_B
orf19.5754	C6_03800C_A		C6_03800C_B
orf19.5755	C6_03810W_A	PHO80	C6_03810W_B
orf19.5757	C6_03820C_A		C6_03820C_B
orf19.5758	C6_03830W_A	SAL6	C6_03830W_B
orf19.5759	C6_03840C_A	SNQ2	C6_03840C_B
orf19.576	C5_00740W_A	CTF8	C5_00740W_B
orf19.5760	C6_03850C_A	IHD1	C6_03850C_B
orf19.5764	C6_03890C_A	SKI8	C6_03890C_B
orf19.5765	C6_03900W_A	NUP82	C6_03900W_B
orf19.5767	C6_03910C_A		C6_03910C_B
orf19.5768	C6_03920W_A	SNF4	C6_03920W_B
orf19.577	C5_00750C_A		C5_00750C_B
orf19.5770	C6_03930W_A	OPT8	C6_03930W_B
orf19.5771	C6_03940C_A	PBP2	C6_03940C_B
orf19.5772	C6_03950C_A		C6_03950C_B
orf19.5773	C6_03960W_A		C6_03960W_B
orf19.5776	C2_03180C_A	TOM1	C2_03180C_B
orf19.5777	C2_03170W_A		C2_03170W_B
orf19.5779	C2_03160C_A	RNR1	C2_03160C_B
orf19.578	C5_00760W_A		C5_00760W_B
orf19.5780	C2_03150C_A		C2_03150C_B
orf19.5782	C2_03140C_A		C2_03140C_B
orf19.5783	C2_03130W_A		C2_03130W_B
orf19.5788	C2_03100W_A	EFT2	C2_03100W_B
orf19.5789	C2_03090C_A	ADE8	C2_03090C_B
orf19.579	C5_00770C_A	FOL1	C5_00770C_B
orf19.5791	C2_03080W_A	IDH2	C2_03080W_B
orf19.5792	C2_03070C_A	SMP3	C2_03070C_B
orf19.5793	C2_03060W_A	PR26	C2_03060W_B
orf19.5796	C2_03050W_A	SHE9	C2_03050W_B
orf19.5798	C2_03030W_A	LIG4	C2_03030W_B
orf19.5799	C2_03020C_A		C2_03020C_B
orf19.58	C1_05050C_A	RRP6	C1_05050C_B
orf19.580	C5_00780C_A		C5_00780C_B
orf19.5801	C2_03010C_A	RNR21	C2_03010C_B
orf19.5802	C2_03000C_A		C2_03000C_B
orf19.5804	C2_02990C_A	HYU1	C2_02990C_B
orf19.5806	C2_02970C_A	ALD5	C2_02970C_B
orf19.5808	C2_02960C_A		C2_02960C_B
orf19.5809	C2_02950W_A	BNA31	C2_02950W_B
orf19.581	C5_00790C_A		C5_00790C_B
orf19.5811	C2_02940W_A	MET1	C2_02940W_B
orf19.5812	C2_02930C_A		C2_02930C_B
orf19.5813	C2_02920W_A		C2_02920W_B
orf19.5815	C2_02890W_A	SCT2	C2_02890W_B
orf19.5817	C2_02870W_A		C2_02870W_B
orf19.5818	C2_02860W_A	SUR2	C2_02860W_B
orf19.5821	C2_02840C_A		C2_02840C_B
orf19.5823	C2_02830C_A	SGT2	C2_02830C_B
orf19.5824	C2_02820C_A		C2_02820C_B
orf19.5825	C2_02810C_A	NCB2	C2_02810C_B
orf19.5825.1	C2_02800W_A		C2_02800W_B
orf19.5827	C2_02780C_A	BUB2	C2_02780C_B
orf19.5828	C2_02770W_A	MUD2	C2_02770W_B
orf19.583	C5_00800C_A		C5_00800C_B
orf19.5830	C2_02760W_A	LHS1	C2_02760W_B
orf19.5832	C2_02740C_A	HPT1	C2_02740C_B
orf19.5833	C2_02730W_A	ECS3	C2_02730W_B
orf19.5834	C2_02720W_A		C2_02720W_B
orf19.5835	C2_02710C_A		C2_02710C_B
orf19.5837	C2_02700C_A		C2_02700C_B
orf19.5838	C2_02690W_A	SER2	C2_02690W_B
orf19.5840	C2_02670C_A		C2_02670C_B
orf19.5844	CR_05580C_A		CR_05580C_B
orf19.5846	CR_05560W_A		CR_05560W_B
orf19.5847	CR_05550C_A		CR_05550C_B
orf19.5849	CR_05530C_A	CWT1	CR_05530C_B
orf19.585	C5_00820W_A		C5_00820W_B
orf19.5850	CR_05520W_A	NOC2	CR_05520W_B
orf19.5851	CR_05510W_A	STE13	CR_05510W_B
orf19.5854	C3_04090W_A	SBP1	C3_04090W_B
orf19.5855	C3_04110C_A	MBP1	C3_04110C_B
orf19.5858	C3_04140C_A	EGD2	C3_04140C_B
orf19.586	C5_00830C_A	ERV46	C5_00830C_B
orf19.5861	C3_04180W_A	KRE9	C3_04180W_B
orf19.5864	C3_04220C_A	URK1	C3_04220C_B
orf19.5865	C3_04230W_A		C3_04230W_B
orf19.5869	C3_04260W_A		C3_04260W_B
orf19.587	C5_00840W_A		C5_00840W_B
orf19.5870	C3_04270C_A	CTP1	C3_04270C_B
orf19.5871	C3_04290C_A	SNF5	C3_04290C_B
orf19.5873	C3_04300C_A	POL1	C3_04300C_B
orf19.5875	C3_04320W_A	VAM3	C3_04320W_B
orf19.588	C5_00850C_A		C5_00850C_B
orf19.5880	C3_04360W_A		C3_04360W_B
orf19.5884	C3_04370C_A		C3_04370C_B
orf19.5885	C3_04380C_A	SNU13	C3_04380C_B
orf19.5886	C3_04390W_A	CUP5	C3_04390W_B
orf19.5887	C3_04400C_A	NUP85	C3_04400C_B
orf19.589	CR_08060C_A	VPS21	CR_08060C_B
orf19.5892	C3_04420W_A		C3_04420W_B
orf19.5893	C3_04430W_A	RIP1	C3_04430W_B
orf19.5894	C3_04440C_A		C3_04440C_B
orf19.5896	C3_04450C_A		C3_04450C_B
orf19.5897	C3_04460W_A		C3_04460W_B
orf19.59	C1_05060W_A	REI1	C1_05060W_B
orf19.5901	C3_04470W_A	PKC1	C3_04470W_B
orf19.5903	C3_04490W_A	RAX1	C3_04490W_B
orf19.5904	C3_04500C_A	RPL19A	C3_04500C_B
orf19.5905	C3_04510W_A		C3_04510W_B
orf19.5906	C3_04520C_A	ADE2	C3_04520C_B
orf19.5908	C3_04530C_A	TEC1	C3_04530C_B
orf19.5910	C3_04540C_A		C3_04540C_B
orf19.5911	C3_04550C_A	CMK1	C3_04550C_B
orf19.5912	C3_04560W_A	MAK21	C3_04560W_B
orf19.5917.3	C3_04590W_A		C3_04590W_B
orf19.5919	C3_04610W_A	MEA1	C3_04610W_B
orf19.592	CR_08040W_A		CR_08040W_B
orf19.5925	C3_04650W_A		C3_04650W_B
orf19.5926	C3_04660C_A	ARG11	C3_04660C_B
orf19.5927	C3_04670C_A	RPS15	C3_04670C_B
orf19.5928	C3_04680W_A	RPP2B	C3_04680W_B
orf19.593	CR_08030C_A	FGR32	CR_08030C_B
orf19.5930	C3_04700W_A		C3_04700W_B
orf19.5931	C3_04710W_A	ARV1	C3_04710W_B
orf19.5932	C3_04720C_A		C3_04720C_B
orf19.5934	C3_04740C_A		C3_04740C_B
orf19.5938	C3_04760C_A	SEN1	C3_04760C_B
orf19.5941	C3_04780C_A		C3_04780C_B
orf19.5942	C3_04790W_A		C3_04790W_B
orf19.5943	C3_04800C_A		C3_04800C_B
orf19.5943.1	C3_04810C_A		C3_04810C_B
orf19.5947	C3_04820C_A	SEC7	C3_04820C_B
orf19.5949	C3_04830C_A	FAS2	C3_04830C_B
orf19.5953	C3_04860W_A	SFP1	C3_04860W_B
orf19.5954	C3_04870W_A		C3_04870W_B
orf19.5956	C3_04880W_A	PIN3	C3_04880W_B
orf19.5959	C3_04900W_A	NOP14	C3_04900W_B
orf19.596.1	CR_08020C_A	NOP10	CR_08020C_B
orf19.596.2	CR_08010W_A	DAD4	CR_08010W_B
orf19.5960	C3_04910C_A	NCE102	C3_04910C_B
orf19.5961	C3_04920C_A		C3_04920C_B
orf19.5962	C3_04930C_A	HGT4	C3_04930C_B
orf19.5963	C3_04940W_A	NUS1	C3_04940W_B
orf19.5964	C3_04950W_A	ARF2	C3_04950W_B
orf19.5964.2	C3_04960W_A	RPL35	C3_04960W_B
orf19.5965	C3_04970C_A		C3_04970C_B
orf19.5967	C3_04990W_A	FGR44	C3_04990W_B
orf19.5968	C3_05000W_A	RDI1	C3_05000W_B
orf19.5970	C3_05010C_A		C3_05010C_B
orf19.5971	C3_05020W_A		C3_05020W_B
orf19.5973	C3_05030W_A	PHB2	C3_05030W_B
orf19.5974	C3_05040C_A	ATG9	C3_05040C_B
orf19.5976	C3_05060W_A		C3_05060W_B
orf19.5977	C3_05070W_A	CEM1	C3_05070W_B
orf19.5982	C3_05100C_A	RPL18	C3_05100C_B
orf19.5984	C3_05110W_A		C3_05110W_B
orf19.5985	C3_05120C_A		C3_05120C_B
orf19.5986	C3_05130C_A	THI4	C3_05130C_B
orf19.5987	C3_05140C_A		C3_05140C_B
orf19.5989	C3_05150W_A		C3_05150W_B
orf19.5991	C3_05160C_A		C3_05160C_B
orf19.5994	C3_05180W_A	RHB1	C3_05180W_B
orf19.5995	C3_05190C_A	MCA1	C3_05190C_B
orf19.5996.1	C3_05200W_A	RPS19A	C3_05200W_B
orf19.5999	C3_05210C_A	DYN1	C3_05210C_B
orf19.600	CR_07960C_A	TRK1	CR_07960C_B
orf19.6000	C3_05220W_A	CDR1	C3_05220W_B
orf19.6002	C3_05240C_A	RPL8B	C3_05240C_B
orf19.6003	C3_05250C_A		C3_05250C_B
orf19.6008	C3_05290C_A		C3_05290C_B
orf19.6008.4	C1_00980W_A		C1_00980W_B
orf19.6009	C1_00960C_A	SET1	C1_00960C_B
orf19.6010	C1_00950C_A	CDC5	C1_00950C_B
orf19.6010.1	C1_00940W_A	RPB11	C1_00940W_B
orf19.6011	C1_00930C_A	SIN3	C1_00930C_B
orf19.6012	C1_00920W_A		C1_00920W_B
orf19.6013	C1_00910W_A	TRI1	C1_00910W_B
orf19.6014	C1_00900W_A	RRS1	C1_00900W_B
orf19.6016	C1_00890W_A	GEM1	C1_00890W_B
orf19.6018	C1_00870W_A	LRO1	C1_00870W_B
orf19.6020	C1_00860W_A		C1_00860W_B
orf19.6022	C1_00840C_A	NRM1	C1_00840C_B
orf19.6025	C1_00810W_A		C1_00810W_B
orf19.6026	C1_00800C_A	ERG2	C1_00800C_B
orf19.6028	C1_00780C_A	HGC1	C1_00780C_B
orf19.6029	C1_00770C_A	ROT1	C1_00770C_B
orf19.603	CR_07950W_A	IMP4	CR_07950W_B
orf19.6031	C1_00750C_A	VPS27	C1_00750C_B
orf19.6032	C1_00740C_A	SPE1	C1_00740C_B
orf19.6033	C1_00730C_A	CMP1	C1_00730C_B
orf19.6034	C1_00710C_A	TUB2	C1_00710C_B
orf19.6036	C1_00690W_A	RIC1	C1_00690W_B
orf19.6039	C1_00660C_A		C1_00660C_B
orf19.6040	C1_00650C_A	SNF7	C1_00650C_B
orf19.6041	C1_00640C_A	RPO41	C1_00640C_B
orf19.6044	C1_00620W_A	MOB2	C1_00620W_B
orf19.6045	C1_00610W_A	PSD1	C1_00610W_B
orf19.6046	C1_00600W_A	APC1	C1_00600W_B
orf19.6047	C1_00590W_A	TUF1	C1_00590W_B
orf19.6049	C1_00570C_A		C1_00570C_B
orf19.6052	C1_00560W_A	CNS1	C1_00560W_B
orf19.6053	C1_00550W_A	CIS2	C1_00550W_B
orf19.6056	C1_00520W_A		C1_00520W_B
orf19.6057	C1_00510W_A		C1_00510W_B
orf19.6058	C1_00500C_A	GLO1	C1_00500C_B
orf19.6059	C1_00490C_A	TTR1	C1_00490C_B
orf19.606	CR_07920W_A		CR_07920W_B
orf19.6060	C1_00480C_A	GCN20	C1_00480C_B
orf19.6061	C1_00470C_A		C1_00470C_B
orf19.6062	C1_00460W_A		C1_00460W_B
orf19.6062.3	C1_00450C_A		C1_00450C_B
orf19.6063	C1_00440W_A	UBP6	C1_00440W_B
orf19.6064	C1_00430W_A	ATG18	C1_00430W_B
orf19.6066	C1_00410C_A		C1_00410C_B
orf19.6068	C1_00400W_A	SVF1	C1_00400W_B
orf19.607	CR_07910C_A		CR_07910C_B
orf19.6070	C1_00390W_A	ENA2	C1_00390W_B
orf19.6071	C1_00380C_A	NAA25	C1_00380C_B
orf19.6073	C1_00350C_A	HMX1	C1_00350C_B
orf19.6074	C1_00340W_A	HBR1	C1_00340W_B
orf19.6075	C1_00330C_A		C1_00330C_B
orf19.6076	C1_00320W_A		C1_00320W_B
orf19.6077	C1_00310W_A		C1_00310W_B
orf19.6080	C1_00230C_A	BFA1	C1_00230C_B
orf19.6081	C1_00220W_A	PHR2	C1_00220W_B
orf19.6082	C1_00210C_A		C1_00210C_B
orf19.6085	C1_00180W_A	RPL16A	C1_00180W_B
orf19.6086	C1_00170W_A	LEU4	C1_00170W_B
orf19.6090	C1_00160C_A		C1_00160C_B
orf19.6091	C1_00150C_A	RIM8	C1_00150C_B
orf19.6092	C1_00140W_A	KEL1	C1_00140W_B
orf19.6094	C1_00130C_A	VPS53	C1_00130C_B
orf19.6096	C1_00120C_A	TRP1	C1_00120C_B
orf19.6099	C1_00110W_A	CCT8	C1_00110W_B
orf19.610	CR_07890W_A	EFG1	CR_07890W_B
orf19.6100	C1_00100C_A		C1_00100C_B
orf19.6102	C1_00080C_A	RCA1	C1_00080C_B
orf19.6103	C1_00090W_A		C1_00090W_B
orf19.6105	C1_00070W_A	MVD	C1_00070W_B
orf19.6109	C1_00060W_A	TUP1	C1_00060W_B
orf19.6117	CR_07480W_A		CR_07480W_B
orf19.6118	CR_07470W_A		CR_07470W_B
orf19.612	CR_07870W_A		CR_07870W_B
orf19.6121	CR_07450C_A	MNL1	CR_07450C_B
orf19.6124	CR_07440W_A	ACE2	CR_07440W_B
orf19.6126	CR_07420W_A	KGD2	CR_07420W_B
orf19.6127	CR_07400C_A	LPD1	CR_07400C_B
orf19.6129	CR_07390C_A	MRPL8	CR_07390C_B
orf19.6131	CR_07380C_A	KSR1	CR_07380C_B
orf19.6133	CR_07360W_A	PIF1	CR_07360W_B
orf19.6134	CR_07350W_A		CR_07350W_B
orf19.6135.1	CR_07330W_A	SMX4	CR_07330W_B
orf19.6136	CR_07320C_A		CR_07320C_B
orf19.6142	CR_07260C_A		CR_07260C_B
orf19.6146	CR_07240C_A	CLG1	CR_07240C_B
orf19.6147	CR_07230W_A		CR_07230W_B
