reference_pmid	reference_sgdid	curation_tag	entity_type	entity_name	entity_sgdid	note	created_by	date_created
PMID:36942481	SGD:S000342798	GO information	gene	RMI1	SGD:S000005945		STACIA	2023-03-28
PMID:36996117	SGD:S000342887	GO information	gene	LCD1	SGD:S000002907		STACIA	2023-04-05
PMID:37423305	SGD:S000344494	Post-translational modifications	gene	PAH1	SGD:S000004775	Ser-511, Ser-602, and Ser-773/Ser-774	STACIA	2023-07-18
PMID:37423305	SGD:S000344494	Regulation information	complex	Nem1-Spo7 phosphatase complex	SGD:S000217972		STACIA	2023-07-18
PMID:37423305	SGD:S000344494	Regulation information	gene	PAH1	SGD:S000004775		STACIA	2023-07-18
PMID:37423305	SGD:S000344494	Classical phenotype information	gene	PAH1	SGD:S000004775		STACIA	2023-07-18
PMID:37423305	SGD:S000344494	GO information	gene	PAH1	SGD:S000004775		STACIA	2023-07-18
PMID:37463208	SGD:S000344627	Classical phenotype information	gene	MON1	SGD:S000003092		STACIA	2023-07-28
PMID:37463208	SGD:S000344627	GO information	gene	MON1	SGD:S000003092		STACIA	2023-07-28
PMID:37463208	SGD:S000344627	Regulation information	gene	MON1	SGD:S000003092		STACIA	2023-07-28
PMID:37463208	SGD:S000344627	Regulation information	complex	MON1-CCZ1 complex	SGD:S000218061		STACIA	2023-07-28
PMID:35150241	SGD:S000313878	Delay					RAHI13	2022-02-22
PMID:35595797	SGD:S000316630	HTP phenotype				Not sure if we can do anything with this... "Here, we perform a multiomics analysis of S. cerevisiae by culturing the strain with a wide range of specific growth rates using glucose as the sole limiting nutrient. Under these different conditions, we measure the absolute transcriptome, the absolute proteome, the phosphoproteome, and the metabolome"	JODILS	2022-06-01
PMID:36135663	SGD:S000339776	Non-phenotype HTP				RNA-seq and ribosome profiling data to document gene expression changes and translational efficiency during replicative aging in Tables S1 and S4	NASH	2022-09-26
PMID:37463208	SGD:S000344627	Alleles	gene	MON1	SGD:S000003092		STACIA	2023-07-28
PMID:33334193	SGD:S000299527	Delay					MICHEAL	2021-01-05
PMID:37556230	SGD:S000344903	GO information	gene	KIP1	SGD:S000000159		STACIA	2023-08-16
PMID:37556230	SGD:S000344903	GO information	gene	KIP3	SGD:S000003184		STACIA	2023-08-16
PMID:37556230	SGD:S000344903	GO information	gene	CIN8	SGD:S000000787		STACIA	2023-08-16
PMID:37556230	SGD:S000344903	GO information	gene	NDC80	SGD:S000001406		STACIA	2023-08-16
PMID:35717394	SGD:S000317420	GO information	gene	TPO3	SGD:S000006360	TPO2 TPO3 roles in acetic acid tolerance and acetate efflux	JODILS	2022-06-28
PMID:37556230	SGD:S000344903	Classical phenotype information	gene	CIN8	SGD:S000000787		STACIA	2023-08-16
PMID:35717394	SGD:S000317420	GO information	gene	TPO2	SGD:S000003370	TPO2 TPO3 roles in acetic acid tolerance and acetate efflux	JODILS	2022-06-28
PMID:35717394	SGD:S000317420	Classical phenotype information	gene	AQR1	SGD:S000005009		JODILS	2022-06-28
PMID:37556206	SGD:S000344943	Classical phenotype information	gene	KES1	SGD:S000006066		STACIA	2023-08-17
PMID:35717394	SGD:S000317420	Classical phenotype information	gene	TPO3	SGD:S000006360		JODILS	2022-06-28
PMID:35717394	SGD:S000317420	Classical phenotype information	gene	TPO2	SGD:S000003370		JODILS	2022-06-28
PMID:37556206	SGD:S000344943	GO information	gene	YPT32	SGD:S000003178		STACIA	2023-08-17
PMID:37556206	SGD:S000344943	GO information	gene	SEC4	SGD:S000001889		STACIA	2023-08-17
PMID:36161938	SGD:S000339927	Non-phenotype HTP				quantitative BrdU-seq (qBrdU-seq) analysis of origin firing in table S1 for rpd3 null, sir2 null and double null strains; ChIP-seq of Fkh1 binding sites (see GSE200351) in wt, rpd3, sir2 and rpd3 sir2 nulls	NASH	2022-10-05
PMID:36161938	SGD:S000339927	Alleles	gene	FKH2	SGD:S000005012	fkh2-dsm	NASH	2022-10-05
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	CUR1	SGD:S000006362	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	MGT1	SGD:S000002359	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36996117	SGD:S000342887	GO information	gene	MEC1	SGD:S000000340		STACIA	2023-04-05
PMID:36857169	SGD:S000342507	GO information	gene	ADY4	SGD:S000004217		STACIA	2023-03-08
PMID:36857169	SGD:S000342507	GO information	gene	MSS4	SGD:S000002616		STACIA	2023-03-08
PMID:36857169	SGD:S000342507	GO information	gene	SPO21	SGD:S000005451		STACIA	2023-03-08
PMID:36996117	SGD:S000342887	GO information	complex	Replication protein A complex	SGD:S000217803		STACIA	2023-04-05
PMID:36996117	SGD:S000342887	Post-translational modifications	gene	LCD1	SGD:S000002907		STACIA	2023-04-05
PMID:36996117	SGD:S000342887	Post-translational modifications	gene	RFA1	SGD:S000000065		STACIA	2023-04-05
PMID:37069654	SGD:S000343183	Engineering	gene	GLK1	SGD:S000000545		NASH	2023-04-25
PMID:36857169	SGD:S000342507	Classical phenotype information	gene	ADY4	SGD:S000004217		STACIA	2023-03-08
PMID:36857169	SGD:S000342507	Classical phenotype information	gene	MSS4	SGD:S000002616		STACIA	2023-03-08
PMID:37239357	SGD:S000343789	Engineering					STACIA	2023-05-30
PMID:37069654	SGD:S000343183	Engineering	gene	HXK2	SGD:S000003222		NASH	2023-04-25
PMID:36161938	SGD:S000339927	Alleles	allele	dbf4∆C	SGD:S000303866	fkh2-dsm	NASH	2022-10-05
PMID:37069654	SGD:S000343183	Engineering	gene	HXK1	SGD:S000001949		NASH	2023-04-25
PMID:37069654	SGD:S000343183	Engineering	gene	GAL1	SGD:S000000224		NASH	2023-04-25
PMID:37069654	SGD:S000343183	Engineering	gene	XKS1	SGD:S000003426		NASH	2023-04-25
PMID:36161924	SGD:S000339928	GO information	complex	CUL3-HRT1-ELC1-ELA1 ubiquitin ligase complex	SGD:S000217994	CPX-1726 regulates RNAPII, stimulating Rpo21p Ub'n and turnover after DNA damage; CPX-1837 ubiquitinates RNAPII (and promoted by Paf1p/Leo1p, intact PAF1C and Rad26p)	NASH	2022-10-05
PMID:37120434	SGD:S000343483	Regulation information	gene	PBS2	SGD:S000003664		STACIA	2023-05-09
PMID:37120434	SGD:S000343483	Regulation information	gene	HOG1	SGD:S000004103		STACIA	2023-05-09
PMID:37120434	SGD:S000343483	Alleles	gene	PBS2	SGD:S000003664	non-phosphorylatable (S248A) or phosphomimetic (S248E)	STACIA	2023-05-09
PMID:36161924	SGD:S000339928	GO information	complex	PAF1 complex	SGD:S000218112	CPX-1726 regulates RNAPII, stimulating Rpo21p Ub'n and turnover after DNA damage; CPX-1837 ubiquitinates RNAPII (and promoted by Paf1p/Leo1p, intact PAF1C and Rad26p)	NASH	2022-10-05
PMID:37437260	SGD:S000344495	Engineering	gene	FAA4	SGD:S000004860		STACIA	2023-07-18
PMID:37437260	SGD:S000344495	Engineering	gene	FAA1	SGD:S000005844		STACIA	2023-07-18
PMID:37437260	SGD:S000344495	Engineering	gene	GAL80	SGD:S000004515		STACIA	2023-07-18
PMID:37442580	SGD:S000344628	GO information	complex	MER2-MEI4-REC114 meiotic recombination initiation complex	SGD:S000217980		STACIA	2023-07-28
PMID:36161924	SGD:S000339928	GO information	gene	RAD26	SGD:S000003796	CPX-1726 regulates RNAPII, stimulating Rpo21p Ub'n and turnover after DNA damage; CPX-1837 ubiquitinates RNAPII (and promoted by Paf1p/Leo1p, intact PAF1C and Rad26p)	NASH	2022-10-05
PMID:35832866	SGD:S000325876	Classical phenotype information	gene	TBF1	SGD:S000006049		JODILS	2022-07-18
PMID:35832866	SGD:S000325876	Classical phenotype information	gene	VID22	SGD:S000004365		JODILS	2022-07-18
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	PAF1	SGD:S000000483	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	CTR9	SGD:S000005505	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:37552983	SGD:S000344904	Non-phenotype HTP					STACIA	2023-08-16
PMID:37567961	SGD:S000344944	GO information	gene	MEC1	SGD:S000000340		STACIA	2023-08-17
PMID:37567961	SGD:S000344944	Classical phenotype information	gene	MEC1	SGD:S000000340		STACIA	2023-08-17
PMID:35204097	SGD:S000314046	Classical phenotype information	gene	ATG2	SGD:S000005186		JODILS	2022-02-28
PMID:35204097	SGD:S000314046	Classical phenotype information	gene	SKN7	SGD:S000001249		JODILS	2022-02-28
PMID:35204097	SGD:S000314046	Classical phenotype information	gene	ATG32	SGD:S000001408		JODILS	2022-02-28
PMID:35204097	SGD:S000314046	Classical phenotype information	gene	SOD1	SGD:S000003865		JODILS	2022-02-28
PMID:35204097	SGD:S000314046	Classical phenotype information	gene	UTH1	SGD:S000001750		JODILS	2022-02-28
PMID:35204097	SGD:S000314046	Classical phenotype information	gene	SOD2	SGD:S000001050		JODILS	2022-02-28
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	LEO1	SGD:S000005649	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	CDC73	SGD:S000004410	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	ELA1	SGD:S000005174	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	BUR2	SGD:S000004216	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Classical phenotype information	gene	RTF1	SGD:S000003213	PAF1, LEO1, CTR9 and CDC73 nulls impede degradation of Rpo21p after DNA damage (4-NQO treatment); RTF1 null accelerates degradation; Ela1(3M) decreases Rpb1 ubiquitination and degradation; BUR2 null decreased Spt5 phosp'n and increased Rpb1 degradation	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Alleles	gene	CDC73	SGD:S000004410	Ela1(3M) BC-box mutated (L4D, C8D, L12D); paf1-ΔC and other paf1 alleles; Leo1ΔN,C; cdc73 alleles; rtf1 alleles	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Alleles	gene	ELA1	SGD:S000005174	Ela1(3M) BC-box mutated (L4D, C8D, L12D); paf1-ΔC and other paf1 alleles; Leo1ΔN,C; cdc73 alleles; rtf1 alleles	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Alleles	gene	PAF1	SGD:S000000483	Ela1(3M) BC-box mutated (L4D, C8D, L12D); paf1-ΔC and other paf1 alleles; Leo1ΔN,C; cdc73 alleles; rtf1 alleles	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Alleles	gene	LEO1	SGD:S000005649	Ela1(3M) BC-box mutated (L4D, C8D, L12D); paf1-ΔC and other paf1 alleles; Leo1ΔN,C; cdc73 alleles; rtf1 alleles	NASH	2022-10-05
PMID:36161924	SGD:S000339928	Post-translational modifications	gene	RPO21	SGD:S000002299		NASH	2022-10-05
PMID:34940882	SGD:S000312635	Delay				no full text	JODILS	2022-01-04
PMID:37331598	SGD:S000344203	Classical phenotype information	gene	YTA12	SGD:S000004695	stabilization of ts alleles of MAS1 (mas1-1), MAS2 (mas2-11) and TIM44 (tim44-8), as well as the wt versions; all three null alleles (afg3Δ, yta12Δ, and pim1Δ ) are petite; fzo1Δ and atp23Δ also stabilize ts alleles; processing of Ccp1p and MrpL32 is impaired by loss of Afg3p or Yta12p	NASH	2023-06-29
PMID:36161924	SGD:S000339928	Post-translational modifications	gene	SPT5	SGD:S000004470		NASH	2022-10-05
PMID:35974810	SGD:S000338989	Classical phenotype information	gene	DRS2	SGD:S000000024		JODILS	2022-08-23
PMID:35974810	SGD:S000338989	Classical phenotype information	gene	SAC1	SGD:S000001695		JODILS	2022-08-23
PMID:35749136	SGD:S000317432	Non-phenotype HTP				FUS and TDP-43 expressing yeast show changes in oxidative stress marker expression levels (SOD1). The transcriptomic dataset of yeast model of ALS has been deposited in the GEO database (Bio Project ID: PRJNA817798).	JODILS	2022-06-28
PMID:36854718	SGD:S000342508	GO information	gene	INO1	SGD:S000003689		STACIA	2023-03-08
PMID:36943207	SGD:S000342801	Classical phenotype information	gene	RPS20	SGD:S000001007		STACIA	2023-03-28
PMID:34000034	SGD:S000304781	Delay					MICHEAL	2021-05-24
PMID:36943207	SGD:S000342801	Classical phenotype information	gene	ASC1	SGD:S000004722		STACIA	2023-03-28
PMID:36943207	SGD:S000342801	Post-translational modifications	gene	RPS20	SGD:S000001007		STACIA	2023-03-28
PMID:37331598	SGD:S000344203	Classical phenotype information	gene	PIM1	SGD:S000000118	stabilization of ts alleles of MAS1 (mas1-1), MAS2 (mas2-11) and TIM44 (tim44-8), as well as the wt versions; all three null alleles (afg3Δ, yta12Δ, and pim1Δ ) are petite; fzo1Δ and atp23Δ also stabilize ts alleles; processing of Ccp1p and MrpL32 is impaired by loss of Afg3p or Yta12p	NASH	2023-06-29
PMID:37331598	SGD:S000344203	Classical phenotype information	gene	AFG3	SGD:S000000819	stabilization of ts alleles of MAS1 (mas1-1), MAS2 (mas2-11) and TIM44 (tim44-8), as well as the wt versions; all three null alleles (afg3Δ, yta12Δ, and pim1Δ ) are petite; fzo1Δ and atp23Δ also stabilize ts alleles; processing of Ccp1p and MrpL32 is impaired by loss of Afg3p or Yta12p	NASH	2023-06-29
PMID:37331598	SGD:S000344203	Classical phenotype information	gene	FZO1	SGD:S000000383	stabilization of ts alleles of MAS1 (mas1-1), MAS2 (mas2-11) and TIM44 (tim44-8), as well as the wt versions; all three null alleles (afg3Δ, yta12Δ, and pim1Δ ) are petite; fzo1Δ and atp23Δ also stabilize ts alleles; processing of Ccp1p and MrpL32 is impaired by loss of Afg3p or Yta12p	NASH	2023-06-29
PMID:37331598	SGD:S000344203	Classical phenotype information	gene	ATP23	SGD:S000005303	stabilization of ts alleles of MAS1 (mas1-1), MAS2 (mas2-11) and TIM44 (tim44-8), as well as the wt versions; all three null alleles (afg3Δ, yta12Δ, and pim1Δ ) are petite; fzo1Δ and atp23Δ also stabilize ts alleles; processing of Ccp1p and MrpL32 is impaired by loss of Afg3p or Yta12p	NASH	2023-06-29
PMID:35980205	SGD:S000338992	Non-phenotype HTP				Given the changes in phenotypes including reduced growth and lowered surface roughness, the DEGs and respective enriched KEGG pathways in the 4 comparative groups of S. cerevisiae were analyzed to acquire the genes and pathways playing major roles in the interaction of S. cerevisiae with L. plantarum. SEE Fig. 10	JODILS	2022-08-23
PMID:37468628	SGD:S000344629	Post-translational modifications	gene	HHT1	SGD:S000000214		STACIA	2023-07-28
PMID:37468628	SGD:S000344629	Post-translational modifications	gene	HHT2	SGD:S000004976		STACIA	2023-07-28
PMID:37468628	SGD:S000344629	Regulation information	gene	HHT1	SGD:S000000214		STACIA	2023-07-28
PMID:37468628	SGD:S000344629	Regulation information	complex	RPD3S histone deacetylase complex	SGD:S000218002		STACIA	2023-07-28
PMID:37468628	SGD:S000344629	Regulation information	gene	HHT2	SGD:S000004976		STACIA	2023-07-28
PMID:37468628	SGD:S000344629	GO information	gene	EAF3	SGD:S000006227		STACIA	2023-07-28
PMID:36943207	SGD:S000342801	Post-translational modifications	gene	HEL2	SGD:S000002674		STACIA	2023-03-28
PMID:37468628	SGD:S000344629	GO information	gene	RCO1	SGD:S000004680		STACIA	2023-07-28
PMID:37468628	SGD:S000344629	GO information	complex	RPD3S histone deacetylase complex	SGD:S000218002		STACIA	2023-07-28
PMID:37545644	SGD:S000344905	Classical phenotype information	gene	CUP1-1	SGD:S000001095		STACIA	2023-08-16
