gene_name or feature_name	feature_name or alias	contig	strain	feature.start	feature.end	
ARS228	ARS228	JRIZ01000042.1	JK9-3d	90192	90284	
ARS228	ARS228	JRIP01000067.1	RM11-1A	90160	90252	
ARS228	ARS228	JRIW01000098.1	SEY6210	13551	13459	
ARS228	ARS228	JRIU01000163.1	W303	90211	90303	
ARS228	ARS228	JRIX01000044.1	X2180-1A	90178	90270	
ARS228	ARS228	JRIF01000151.1	Y55	90188	90280	
ARS230	ARS230	JRIQ01000192.1	Sigma1278b	20207	20425	
ARS230	ARS230	JRIV01000222.1	CEN.PK2-1Ca	19557	19775	
ARS230	ARS230	JRIY01000182.1	D273-10B	53226	53008	
ARS230	ARS230	JRIT01000138.1	FL100	162056	161838	
ARS230	ARS230	JRIZ01000122.1	JK9-3d	161405	161187	
ARS230	ARS230	JRIP01000059.1	RM11-1A	162191	161973	
ARS230	ARS230	JRIW01000174.1	SEY6210	19557	19775	
ARS230	ARS230	JRIU01000129.1	W303	19305	19523	
ARS230	ARS230	JRIX01000121.1	X2180-1A	21033	21251	
ARS230	ARS230	JRIF01000055.1	Y55	19476	19694	
ARS231	ARS231	JRIQ01000192.1	Sigma1278b	182892	183051	
ARS231	ARS231	JRIV01000047.1	CEN.PK2-1Ca	23105	22946	
ARS231	ARS231	JRIY01000071.1	D273-10B	52091	51931	
ARS231	ARS231	JRIT01000017.1	FL100	771	931	
ARS231	ARS231	JRIZ01000212.1	JK9-3d	52150	51991	
ARS231	ARS231	JRIP01000135.1	RM11-1A	293	452	
ARS231	ARS231	JRIW01000070.1	SEY6210	1730	1889	
ARS231	ARS231	JRIU01000086.1	W303	161559	161719	
ARS231	ARS231	JRIX01000032.1	X2180-1A	22761	22601	
ARS231	ARS231	JRIF01000093.1	Y55	351	510	
ARS300	ARS300	JRIY01000169.1	D273-10B	9	88	
ARS300	ARS300	JRIW01000138.1	SEY6210	5213	5139	
ARS300	ARS300	JRIF01000120.1	Y55	144	223	
ARS301	ARS301	JRIV01000130.1	CEN.PK2-1Ca	1133	878	
ARS301	ARS301	JRIY01000013.1	D273-10B	2656	2911	
ARS301	ARS301	JRIZ01000239.1	JK9-3d	1133	878	
ARS301	ARS301	JRIP01000039.1	RM11-1A	1133	878	
ARS301	ARS301	JRIU01000238.1	W303	1133	878	
ARS301	ARS301	JRIX01000041.1	X2180-1A	1133	878	
ARS301	ARS301	JRIF01000191.1	Y55	1133	878	
ARS302	ARS302	JRIQ01000067.1	Sigma1278b	599	873	
ARS302	ARS302	JRIV01000118.1	CEN.PK2-1Ca	68230	67956	
ARS302	ARS302	JRIY01000018.1	D273-10B	598	872	
ARS302	ARS302	JRIT01000061.1	FL100	69249	68979	
ARS302	ARS302	JRIZ01000018.1	JK9-3d	69435	69161	
ARS302	ARS302	JRIP01000153.1	RM11-1A	69397	69123	
ARS302	ARS302	JRIW01000176.1	SEY6210	68354	68084	
ARS302	ARS302	JRIU01000142.1	W303	68283	68009	
ARS302	ARS302	JRIX01000079.1	X2180-1A	2394	2668	
ARS302	ARS302	JRIF01000172.1	Y55	2337	2611	
ARS303	ARS303	JRIQ01000067.1	Sigma1278b	895	1237	
ARS303	ARS303	JRIV01000118.1	CEN.PK2-1Ca	67934	67592	
ARS303	ARS303	JRIY01000018.1	D273-10B	894	1236	
ARS303	ARS303	JRIT01000061.1	FL100	68957	68614	
ARS303	ARS303	JRIZ01000018.1	JK9-3d	69139	68797	
ARS303	ARS303	JRIP01000153.1	RM11-1A	69101	68759	
ARS303	ARS303	JRIW01000176.1	SEY6210	68062	67719	
ARS303	ARS303	JRIU01000142.1	W303	67987	67645	
ARS303	ARS303	JRIX01000079.1	X2180-1A	2690	3032	
ARS303	ARS303	JRIF01000172.1	Y55	2633	2975	
ARS304	ARS304	JRIQ01000067.1	Sigma1278b	16228	16685	
ARS304	ARS304	JRIV01000118.1	CEN.PK2-1Ca	52620	52163	
ARS304	ARS304	JRIY01000018.1	D273-10B	16223	16680	
ARS304	ARS304	JRIT01000061.1	FL100	53623	53166	
ARS304	ARS304	JRIZ01000018.1	JK9-3d	53837	53380	
ARS304	ARS304	JRIP01000153.1	RM11-1A	53771	53314	
ARS304	ARS304	JRIW01000176.1	SEY6210	52743	52286	
ARS304	ARS304	JRIU01000142.1	W303	52659	52202	
ARS304	ARS304	JRIX01000079.1	X2180-1A	17986	18443	
ARS304	ARS304	JRIF01000172.1	Y55	17960	18417	
ARS306	ARS306	JRIQ01000067.1	Sigma1278b	60428	60647	
ARS306	ARS306	JRIV01000118.1	CEN.PK2-1Ca	8443	8224	
ARS306	ARS306	JRIY01000018.1	D273-10B	60474	60693	
ARS306	ARS306	JRIT01000061.1	FL100	9304	9085	
ARS306	ARS306	JRIZ01000018.1	JK9-3d	9544	9325	
ARS306	ARS306	JRIP01000153.1	RM11-1A	9535	9316	
ARS306	ARS306	JRIW01000176.1	SEY6210	8443	8224	
ARS306	ARS306	JRIU01000142.1	W303	8443	8224	
ARS306	ARS306	JRIX01000079.1	X2180-1A	62275	62494	
ARS306	ARS306	JRIF01000172.1	Y55	62268	62487	
ARS307	ARS307	JRIQ01000166.1	Sigma1278b	40343	40010	
ARS307	ARS307	JRIV01000207.1	CEN.PK2-1Ca	17997	18330	
ARS307	ARS307	JRIY01000232.1	D273-10B	15443	15110	
ARS307	ARS307	JRIT01000064.1	FL100	17905	18238	
ARS307	ARS307	JRIZ01000100.1	JK9-3d	40505	40172	
ARS307	ARS307	JRIP01000152.1	RM11-1A	16364	16697	
ARS307	ARS307	JRIW01000189.1	SEY6210	40084	39751	
ARS307	ARS307	JRIU01000009.1	W303	39933	39600	
ARS307	ARS307	JRIX01000040.1	X2180-1A	39998	39665	
ARS307	ARS307	JRIF01000226.1	Y55	15445	15112	
ARS308	ARS308	JRIQ01000166.1	Sigma1278b	34749	34131	
ARS308	ARS308	JRIV01000207.1	CEN.PK2-1Ca	23591	24209	
ARS308	ARS308	JRIY01000232.1	D273-10B	9849	9231	
ARS308	ARS308	JRIT01000064.1	FL100	23499	24117	
ARS308	ARS308	JRIZ01000100.1	JK9-3d	34911	34293	
ARS308	ARS308	JRIP01000152.1	RM11-1A	21958	22576	
ARS308	ARS308	JRIW01000189.1	SEY6210	34490	33872	
ARS308	ARS308	JRIU01000009.1	W303	34339	33721	
ARS308	ARS308	JRIX01000040.1	X2180-1A	34404	33786	
ARS308	ARS308	JRIF01000226.1	Y55	9851	9233	
ARS309	ARS309	JRIQ01000166.1	Sigma1278b	16608	16531	
ARS309	ARS309	JRIV01000207.1	CEN.PK2-1Ca	41315	41392	
ARS309	ARS309	JRIY01000128.1	D273-10B	10882	10805	
ARS309	ARS309	JRIT01000051.1	FL100	17074	16997	
ARS309	ARS309	JRIZ01000100.1	JK9-3d	16609	16532	
ARS309	ARS309	JRIP01000152.1	RM11-1A	39667	39744	
ARS309	ARS309	JRIW01000189.1	SEY6210	16768	16691	
ARS309	ARS309	JRIU01000009.1	W303	16609	16532	
ARS309	ARS309	JRIX01000040.1	X2180-1A	16609	16532	
ARS309	ARS309	JRIF01000201.1	Y55	7614	7691	
ARS310	ARS310	JRIQ01000116.1	Sigma1278b	31982	31134	
ARS310	ARS310	JRIV01000160.1	CEN.PK2-1Ca	2162	1317	
ARS310	ARS310	JRIY01000024.1	D273-10B	23662	24510	
ARS310	ARS310	JRIT01000113.1	FL100	14749	15594	
ARS310	ARS310	JRIZ01000223.1	JK9-3d	14749	15594	
ARS310	ARS310	JRIP01000024.1	RM11-1A	23254	24099	
ARS310	ARS310	JRIW01000188.1	SEY6210	15074	15919	
ARS310	ARS310	JRIU01000048.1	W303	14749	15594	
ARS310	ARS310	JRIX01000241.1	X2180-1A	14749	15594	
ARS310	ARS310	JRIF01000061.1	Y55	31913	31066	
ARS314	ARS314	JRIQ01000116.1	Sigma1278b	1981	1843	
ARS314	ARS314	JRIV01000042.1	CEN.PK2-1Ca	1981	1843	
ARS314	ARS314	JRIY01000024.1	D273-10B	53631	53768	
ARS314	ARS314	JRIT01000007.1	FL100	27956	28094	
ARS314	ARS314	JRIZ01000056.1	JK9-3d	27831	27969	
ARS314	ARS314	JRIP01000024.1	RM11-1A	53391	53529	
ARS314	ARS314	JRIW01000099.1	SEY6210	27811	27949	
ARS314	ARS314	JRIU01000108.1	W303	27807	27945	
ARS314	ARS314	JRIX01000105.1	X2180-1A	1981	1843	
ARS314	ARS314	JRIF01000061.1	Y55	1980	1843	
ARS315	ARS315	JRIQ01000154.1	Sigma1278b	68791	68546	
ARS315	ARS315	JRIV01000112.1	CEN.PK2-1Ca	23702	23947	
ARS315	ARS315	JRIY01000137.1	D273-10B	3378	3133	
ARS315	ARS315	JRIT01000076.1	FL100	23692	23937	
ARS315	ARS315	JRIZ01000063.1	JK9-3d	25314	25559	
ARS315	ARS315	JRIP01000167.1	RM11-1A	43810	43565	
ARS315	ARS315	JRIW01000163.1	SEY6210	23696	23941	
ARS315	ARS315	JRIU01000026.1	W303	68918	68673	
ARS315	ARS315	JRIX01000236.1	X2180-1A	68917	68672	
ARS315	ARS315	JRIF01000214.1	Y55	2917	2672	
ARS316	ARS316	JRIQ01000154.1	Sigma1278b	20882	20640	
ARS316	ARS316	JRIV01000112.1	CEN.PK2-1Ca	72179	72421	
ARS316	ARS316	JRIY01000068.1	D273-10B	45025	45267	
ARS316	ARS316	JRIT01000076.1	FL100	71293	71536	
ARS316	ARS316	JRIZ01000063.1	JK9-3d	73142	73384	
ARS316	ARS316	JRIP01000114.1	RM11-1A	20884	20642	
ARS316	ARS316	JRIW01000163.1	SEY6210	71731	71974	
ARS316	ARS316	JRIU01000026.1	W303	20881	20639	
ARS316	ARS316	JRIX01000236.1	X2180-1A	20885	20642	
ARS316	ARS316	JRIF01000178.1	Y55	20886	20644	
ARS317	ARS317	JRIQ01000154.1	Sigma1278b	1098	1042	
ARS317	ARS317	JRIV01000112.1	CEN.PK2-1Ca	91969	92025	
ARS317	ARS317	JRIY01000068.1	D273-10B	64808	64864	
ARS317	ARS317	JRIT01000076.1	FL100	91080	91136	
ARS317	ARS317	JRIZ01000063.1	JK9-3d	92928	92984	
ARS317	ARS317	JRIP01000114.1	RM11-1A	1101	1045	
ARS317	ARS317	JRIW01000163.1	SEY6210	91517	91573	
ARS317	ARS317	JRIU01000026.1	W303	1098	1042	
ARS317	ARS317	JRIX01000236.1	X2180-1A	1099	1043	
ARS317	ARS317	JRIF01000178.1	Y55	1099	1043	
ARS318	ARS318	JRIQ01000121.1	Sigma1278b	1755	1836	
ARS318	ARS318	JRIV01000048.1	CEN.PK2-1Ca	1787	1868	
ARS318	ARS318	JRIY01000066.1	D273-10B	622	541	
ARS318	ARS318	JRIT01000053.1	FL100	1787	1868	
ARS318	ARS318	JRIZ01000118.1	JK9-3d	1789	1870	
ARS318	ARS318	JRIW01000205.1	SEY6210	1787	1868	
ARS318	ARS318	JRIU01000069.1	W303	1787	1868	
ARS318	ARS318	JRIX01000126.1	X2180-1A	10583	10502	
ARS318	ARS318	JRIF01000143.1	Y55	1789	1870	
ARS319	ARS319	JRIV01000183.1	CEN.PK2-1Ca	75	3	
ARS319	ARS319	JRIY01000169.1	D273-10B	94	22	
ARS319	ARS319	JRIF01000120.1	Y55	227	157	
ARS320	ARS320	JRIQ01000067.1	Sigma1278b	1238	2298	
ARS320	ARS320	JRIV01000118.1	CEN.PK2-1Ca	67591	66531	
ARS320	ARS320	JRIY01000018.1	D273-10B	1237	2297	
ARS320	ARS320	JRIT01000061.1	FL100	68613	67553	
ARS320	ARS320	JRIZ01000018.1	JK9-3d	68796	67736	
ARS320	ARS320	JRIP01000153.1	RM11-1A	68758	67698	
ARS320	ARS320	JRIW01000176.1	SEY6210	67718	66658	
ARS320	ARS320	JRIU01000142.1	W303	67644	66584	
ARS320	ARS320	JRIX01000079.1	X2180-1A	3033	4093	
ARS320	ARS320	JRIF01000172.1	Y55	2976	4036	
ARS405	ARS405	JRIQ01000103.1	Sigma1278b	38649	38418	
ARS405	ARS405	JRIV01000127.1	CEN.PK2-1Ca	38672	38441	
ARS405	ARS405	JRIY01000051.1	D273-10B	41170	41401	
ARS405	ARS405	JRIT01000137.1	FL100	40783	41014	
ARS405	ARS405	JRIZ01000019.1	JK9-3d	40783	41014	
ARS405	ARS405	JRIP01000030.1	RM11-1A	40274	40505	
ARS405	ARS405	JRIW01000019.1	SEY6210	40783	41014	
ARS405	ARS405	JRIU01000101.1	W303	40783	41014	
ARS405	ARS405	JRIX01000243.1	X2180-1A	40783	41014	
ARS405	ARS405	JRIF01000185.1	Y55	38839	38608	
ARS406	ARS406	JRIQ01000103.1	Sigma1278b	1166	882	
ARS406	ARS406	JRIV01000127.1	CEN.PK2-1Ca	1166	882	
ARS406	ARS406	JRIY01000051.1	D273-10B	78642	78926	
ARS406	ARS406	JRIT01000137.1	FL100	78303	78588	
ARS406	ARS406	JRIZ01000019.1	JK9-3d	78455	78739	
ARS406	ARS406	JRIP01000030.1	RM11-1A	77544	77828	
ARS406	ARS406	JRIW01000019.1	SEY6210	78214	78498	
ARS406	ARS406	JRIU01000101.1	W303	78309	78593	
ARS406	ARS406	JRIX01000243.1	X2180-1A	78370	78654	
ARS406	ARS406	JRIF01000185.1	Y55	1166	882	
ARS409	ARS409	JRIQ01000051.1	Sigma1278b	7916	7817	
ARS409	ARS409	JRIV01000128.1	CEN.PK2-1Ca	78957	79056	
ARS409	ARS409	JRIY01000092.1	D273-10B	7150	7051	
ARS409	ARS409	JRIT01000033.1	FL100	7838	7739	
ARS409	ARS409	JRIZ01000089.1	JK9-3d	78887	78986	
ARS409	ARS409	JRIP01000122.1	RM11-1A	78850	78945	
ARS409	ARS409	JRIW01000062.1	SEY6210	78975	79074	
ARS409	ARS409	JRIU01000103.1	W303	78953	79052	
ARS409	ARS409	JRIX01000047.1	X2180-1A	8003	7904	
ARS409	ARS409	JRIF01000153.1	Y55	7951	7856	
ARS409.5	ARS409.5	JRIQ01000159.1	Sigma1278b	200682	200434	
ARS409.5	ARS409.5	JRIV01000173.1	CEN.PK2-1Ca	237063	236815	
ARS409.5	ARS409.5	JRIY01000036.1	D273-10B	8407	8655	
ARS409.5	ARS409.5	JRIT01000120.1	FL100	147846	147598	
ARS409.5	ARS409.5	JRIZ01000123.1	JK9-3d	200684	200436	
ARS409.5	ARS409.5	JRIP01000064.1	RM11-1A	8394	8641	
ARS409.5	ARS409.5	JRIW01000116.1	SEY6210	8407	8655	
ARS409.5	ARS409.5	JRIU01000037.1	W303	8407	8655	
ARS409.5	ARS409.5	JRIX01000009.1	X2180-1A	8407	8655	
ARS409.5	ARS409.5	JRIF01000018.1	Y55	8425	8672	
ARS410	ARS410	JRIQ01000159.1	Sigma1278b	182826	182578	
ARS410	ARS410	JRIV01000173.1	CEN.PK2-1Ca	219209	218961	
ARS410	ARS410	JRIY01000036.1	D273-10B	26261	26509	
ARS410	ARS410	JRIT01000120.1	FL100	129990	129742	
ARS410	ARS410	JRIZ01000123.1	JK9-3d	182826	182578	
ARS410	ARS410	JRIP01000064.1	RM11-1A	26251	26499	
ARS410	ARS410	JRIW01000116.1	SEY6210	26261	26509	
ARS410	ARS410	JRIU01000037.1	W303	26261	26509	
ARS410	ARS410	JRIX01000009.1	X2180-1A	26261	26509	
ARS410	ARS410	JRIF01000018.1	Y55	26271	26519	
ARS411	ARS411	JRIQ01000159.1	Sigma1278b	180087	179984	
ARS411	ARS411	JRIV01000173.1	CEN.PK2-1Ca	216470	216367	
ARS411	ARS411	JRIY01000036.1	D273-10B	29000	29106	
ARS411	ARS411	JRIT01000120.1	FL100	127251	127148	
ARS411	ARS411	JRIZ01000123.1	JK9-3d	180087	179984	
ARS411	ARS411	JRIP01000064.1	RM11-1A	28990	29102	
ARS411	ARS411	JRIW01000116.1	SEY6210	29000	29103	
ARS411	ARS411	JRIU01000037.1	W303	29000	29103	
ARS411	ARS411	JRIX01000009.1	X2180-1A	29000	29103	
ARS411	ARS411	JRIF01000018.1	Y55	29010	29113	
ARS412	ARS412	JRIQ01000159.1	Sigma1278b	120079	119620	
ARS412	ARS412	JRIV01000173.1	CEN.PK2-1Ca	156443	155984	
ARS412	ARS412	JRIY01000036.1	D273-10B	89225	89684	
ARS412	ARS412	JRIT01000120.1	FL100	67217	66758	
ARS412	ARS412	JRIZ01000123.1	JK9-3d	120156	119697	
ARS412	ARS412	JRIP01000064.1	RM11-1A	88920	89379	
ARS412	ARS412	JRIW01000116.1	SEY6210	89128	89587	
ARS412	ARS412	JRIU01000037.1	W303	89086	89545	
ARS412	ARS412	JRIX01000009.1	X2180-1A	89221	89680	
ARS412	ARS412	JRIF01000018.1	Y55	89107	89568	
ARS413	ARS413	JRIQ01000159.1	Sigma1278b	107300	107073	
ARS413	ARS413	JRIV01000173.1	CEN.PK2-1Ca	143648	143400	
ARS413	ARS413	JRIY01000036.1	D273-10B	102014	102256	
ARS413	ARS413	JRIT01000120.1	FL100	54422	54174	
ARS413	ARS413	JRIZ01000123.1	JK9-3d	107361	107113	
ARS413	ARS413	JRIP01000064.1	RM11-1A	101715	101961	
ARS413	ARS413	JRIW01000116.1	SEY6210	101923	102171	
ARS413	ARS413	JRIU01000037.1	W303	101881	102129	
ARS413	ARS413	JRIX01000009.1	X2180-1A	102591	102759	
ARS413	ARS413	JRIF01000018.1	Y55	101896	102121	
ARS414	ARS414	JRIQ01000159.1	Sigma1278b	28728	28487	
ARS414	ARS414	JRIV01000173.1	CEN.PK2-1Ca	65209	64968	
ARS414	ARS414	JRIY01000036.1	D273-10B	180403	180644	
ARS414	ARS414	JRIT01000031.1	FL100	23587	23828	
ARS414	ARS414	JRIZ01000123.1	JK9-3d	28918	28677	
ARS414	ARS414	JRIP01000072.1	RM11-1A	23441	23682	
ARS414	ARS414	JRIW01000116.1	SEY6210	180493	180734	
ARS414	ARS414	JRIU01000037.1	W303	179522	179762	
ARS414	ARS414	JRIX01000009.1	X2180-1A	180952	181193	
ARS414	ARS414	JRIF01000018.1	Y55	179515	179755	
ARS415	ARS415	JRIQ01000159.1	Sigma1278b	2303	1943	
ARS415	ARS415	JRIV01000173.1	CEN.PK2-1Ca	37947	37598	
ARS415	ARS415	JRIY01000036.1	D273-10B	207299	207648	
ARS415	ARS415	JRIT01000031.1	FL100	50390	50739	
ARS415	ARS415	JRIZ01000123.1	JK9-3d	2217	1868	
ARS415	ARS415	JRIP01000072.1	RM11-1A	50018	50335	
ARS415	ARS415	JRIW01000116.1	SEY6210	207389	207738	
ARS415	ARS415	JRIU01000037.1	W303	206192	206541	
ARS415	ARS415	JRIX01000009.1	X2180-1A	207373	207722	
ARS415	ARS415	JRIF01000018.1	Y55	205915	206037	
ARS417	ARS417	JRIV01000070.1	CEN.PK2-1Ca	29298	29245	
ARS417	ARS417	JRIY01000170.1	D273-10B	12155	12208	
ARS417	ARS417	JRIT01000098.1	FL100	12155	12208	
ARS417	ARS417	JRIZ01000146.1	JK9-3d	12155	12208	
ARS417	ARS417	JRIW01000148.1	SEY6210	12155	12208	
ARS417	ARS417	JRIU01000036.1	W303	29720	29667	
ARS417	ARS417	JRIX01000026.1	X2180-1A	12155	12208	
ARS418	ARS418	JRIQ01000046.1	Sigma1278b	106953	106789	
ARS418	ARS418	JRIV01000074.1	CEN.PK2-1Ca	27513	27677	
ARS418	ARS418	JRIY01000103.1	D273-10B	107068	106904	
ARS418	ARS418	JRIT01000013.1	FL100	196215	196051	
ARS418	ARS418	JRIZ01000077.1	JK9-3d	106788	106624	
ARS418	ARS418	JRIP01000120.1	RM11-1A	68939	69103	
ARS418	ARS418	JRIW01000133.1	SEY6210	19940	20104	
ARS418	ARS418	JRIU01000183.1	W303	90023	89859	
ARS418	ARS418	JRIX01000158.1	X2180-1A	90531	90367	
ARS418	ARS418	JRIF01000154.1	Y55	27483	27647	
ARS419	ARS419	JRIQ01000046.1	Sigma1278b	94578	94503	
ARS419	ARS419	JRIV01000074.1	CEN.PK2-1Ca	39876	39951	
ARS419	ARS419	JRIY01000103.1	D273-10B	94698	94623	
ARS419	ARS419	JRIT01000013.1	FL100	183845	183770	
ARS419	ARS419	JRIZ01000077.1	JK9-3d	94418	94343	
ARS419	ARS419	JRIP01000120.1	RM11-1A	81317	81392	
ARS419	ARS419	JRIW01000133.1	SEY6210	32312	32387	
ARS419	ARS419	JRIU01000183.1	W303	77653	77578	
ARS419	ARS419	JRIX01000158.1	X2180-1A	78161	78086	
ARS419	ARS419	JRIF01000154.1	Y55	39846	39921	
ARS420	ARS420	JRIQ01000046.1	Sigma1278b	33128	32484	
ARS420	ARS420	JRIV01000074.1	CEN.PK2-1Ca	101333	101978	
ARS420	ARS420	JRIY01000103.1	D273-10B	33278	32634	
ARS420	ARS420	JRIT01000013.1	FL100	122336	121692	
ARS420	ARS420	JRIZ01000077.1	JK9-3d	33019	32375	
ARS420	ARS420	JRIP01000008.1	RM11-1A	59888	60532	
ARS420	ARS420	JRIW01000133.1	SEY6210	93725	94369	
ARS420	ARS420	JRIU01000183.1	W303	16248	15604	
ARS420	ARS420	JRIX01000158.1	X2180-1A	16455	15811	
ARS420	ARS420	JRIF01000154.1	Y55	102131	102776	
ARS421	ARS421	JRIQ01000046.1	Sigma1278b	22061	21995	
ARS421	ARS421	JRIV01000074.1	CEN.PK2-1Ca	112402	112468	
ARS421	ARS421	JRIY01000103.1	D273-10B	22210	22144	
ARS421	ARS421	JRIT01000013.1	FL100	111269	111203	
ARS421	ARS421	JRIZ01000077.1	JK9-3d	21952	21886	
ARS421	ARS421	JRIP01000008.1	RM11-1A	70956	71022	
ARS421	ARS421	JRIW01000133.1	SEY6210	104794	104860	
ARS421	ARS421	JRIU01000183.1	W303	5181	5115	
ARS421	ARS421	JRIX01000158.1	X2180-1A	5387	5321	
ARS421	ARS421	JRIF01000154.1	Y55	113161	113227	
ARS422	ARS422	JRIQ01000123.1	Sigma1278b	34669	34914	
ARS422	ARS422	JRIV01000074.1	CEN.PK2-1Ca	168657	168902	
ARS422	ARS422	JRIY01000116.1	D273-10B	73968	73723	
ARS422	ARS422	JRIT01000013.1	FL100	54573	54328	
ARS422	ARS422	JRIZ01000016.1	JK9-3d	34783	35028	
ARS422	ARS422	JRIP01000191.1	RM11-1A	34538	34783	
ARS422	ARS422	JRIW01000133.1	SEY6210	161768	162013	
ARS422	ARS422	JRIU01000099.1	W303	35051	35296	
ARS422	ARS422	JRIX01000083.1	X2180-1A	54557	54312	
ARS422	ARS422	JRIF01000182.1	Y55	50959	51203	
ARS423	ARS423	JRIQ01000123.1	Sigma1278b	85078	85222	
ARS423	ARS423	JRIV01000074.1	CEN.PK2-1Ca	219022	219166	
ARS423	ARS423	JRIY01000116.1	D273-10B	23594	23450	
ARS423	ARS423	JRIT01000013.1	FL100	4202	4058	
ARS423	ARS423	JRIZ01000016.1	JK9-3d	85154	85298	
ARS423	ARS423	JRIP01000191.1	RM11-1A	84885	85029	
ARS423	ARS423	JRIW01000133.1	SEY6210	212124	212268	
ARS423	ARS423	JRIU01000099.1	W303	85406	85550	
ARS423	ARS423	JRIX01000083.1	X2180-1A	4202	4058	
ARS423	ARS423	JRIF01000182.1	Y55	101316	101460	
ARS425	ARS425	JRIQ01000160.1	Sigma1278b	66443	66218	
ARS425	ARS425	JRIV01000074.1	CEN.PK2-1Ca	268386	268611	
ARS425	ARS425	JRIY01000155.1	D273-10B	1048	1273	
ARS425	ARS425	JRIT01000149.1	FL100	443	668	
ARS425	ARS425	JRIZ01000157.1	JK9-3d	65805	65580	
ARS425	ARS425	JRIP01000181.1	RM11-1A	2856	3081	
ARS425	ARS425	JRIW01000092.1	SEY6210	65805	65580	
ARS425	ARS425	JRIU01000222.1	W303	443	668	
ARS425	ARS425	JRIX01000230.1	X2180-1A	65805	65580	
ARS425	ARS425	JRIF01000091.1	Y55	1453	1678	
ARS427	ARS427	JRIQ01000138.1	Sigma1278b	81763	81218	
ARS427	ARS427	JRIV01000113.1	CEN.PK2-1Ca	46979	46434	
ARS427	ARS427	JRIY01000110.1	D273-10B	81851	81306	
ARS427	ARS427	JRIT01000122.1	FL100	14735	15280	
ARS427	ARS427	JRIZ01000009.1	JK9-3d	82100	81555	
ARS427	ARS427	JRIP01000147.1	RM11-1A	46847	46302	
ARS427	ARS427	JRIW01000107.1	SEY6210	82274	81729	
ARS427	ARS427	JRIU01000212.1	W303	82228	81683	
ARS427	ARS427	JRIX01000076.1	X2180-1A	46902	46357	
ARS427	ARS427	JRIF01000194.1	Y55	82084	81541	
ARS428	ARS428	JRIQ01000138.1	Sigma1278b	67002	66754	
ARS428	ARS428	JRIV01000113.1	CEN.PK2-1Ca	32241	31993	
ARS428	ARS428	JRIY01000110.1	D273-10B	67110	66862	
ARS428	ARS428	JRIT01000122.1	FL100	29474	29722	
ARS428	ARS428	JRIZ01000009.1	JK9-3d	67361	67113	
ARS428	ARS428	JRIP01000147.1	RM11-1A	32108	31860	
ARS428	ARS428	JRIW01000107.1	SEY6210	67535	67287	
ARS428	ARS428	JRIU01000212.1	W303	67489	67241	
ARS428	ARS428	JRIX01000076.1	X2180-1A	32164	31916	
ARS428	ARS428	JRIF01000194.1	Y55	67348	67100	
ARS429	ARS429	JRIQ01000138.1	Sigma1278b	59139	58893	
ARS429	ARS429	JRIV01000113.1	CEN.PK2-1Ca	24385	24091	
ARS429	ARS429	JRIY01000110.1	D273-10B	59225	58979	
ARS429	ARS429	JRIT01000122.1	FL100	37376	37623	
ARS429	ARS429	JRIZ01000009.1	JK9-3d	59491	59269	
ARS429	ARS429	JRIP01000147.1	RM11-1A	24329	24083	
ARS429	ARS429	JRIW01000107.1	SEY6210	59633	59383	
ARS429	ARS429	JRIU01000212.1	W303	59603	59356	
ARS429	ARS429	JRIX01000076.1	X2180-1A	24338	24091	
ARS429	ARS429	JRIF01000194.1	Y55	59430	59185	
ARS430	ARS430	JRIQ01000191.1	Sigma1278b	24209	24450	
ARS430	ARS430	JRIV01000059.1	CEN.PK2-1Ca	24064	24305	
ARS430	ARS430	JRIY01000102.1	D273-10B	24228	24469	
ARS430	ARS430	JRIT01000207.1	FL100	24005	24246	
ARS430	ARS430	JRIZ01000013.1	JK9-3d	24064	24305	
ARS430	ARS430	JRIP01000045.1	RM11-1A	24077	24343	
ARS430	ARS430	JRIW01000055.1	SEY6210	24179	24420	
ARS430	ARS430	JRIU01000030.1	W303	78603	78362	
ARS430	ARS430	JRIX01000233.1	X2180-1A	6505	6264	
ARS430	ARS430	JRIF01000204.1	Y55	24051	24316	
ARS431	ARS431	JRIV01000117.1	CEN.PK2-1Ca	34402	34512	
ARS431	ARS431	JRIY01000102.1	D273-10B	65051	65161	
ARS431	ARS431	JRIT01000207.1	FL100	65199	65309	
ARS431	ARS431	JRIZ01000218.1	JK9-3d	34402	34512	
ARS431	ARS431	JRIW01000055.1	SEY6210	65112	65222	
ARS431	ARS431	JRIU01000030.1	W303	37466	37356	
ARS431	ARS431	JRIX01000162.1	X2180-1A	34402	34512	
ARS431	ARS431	JRIF01000204.1	Y55	64879	64989	
ARS433	ARS433	JRIQ01000169.1	Sigma1278b	4879	4651	
ARS433	ARS433	JRIV01000014.1	CEN.PK2-1Ca	4880	4652	
ARS433	ARS433	JRIY01000175.1	D273-10B	59376	59604	
ARS433	ARS433	JRIT01000172.1	FL100	28676	28904	
ARS433	ARS433	JRIZ01000065.1	JK9-3d	73388	73616	
ARS433	ARS433	JRIP01000092.1	RM11-1A	4878	4650	
ARS433	ARS433	JRIW01000040.1	SEY6210	4880	4652	
ARS433	ARS433	JRIU01000058.1	W303	73387	73615	
ARS433	ARS433	JRIX01000066.1	X2180-1A	4880	4652	
ARS433	ARS433	JRIF01000190.1	Y55	59076	59300	
ARS434	ARS434	JRIQ01000137.1	Sigma1278b	32996	33223	
